Date,Open,High,Low,Close,Adj Close,Volume
2022-04-08,2.130000,2.190000,2.055000,2.100000,2.100000,9081000
2022-04-11,2.040000,2.210000,2.020000,2.140000,2.140000,9555200
2022-04-12,2.210000,2.280000,2.070000,2.090000,2.090000,13292900
2022-04-13,2.100000,2.130000,2.060000,2.120000,2.120000,6971900
2022-04-14,2.110000,2.120000,2.000000,2.020000,2.020000,14241600
2022-04-18,1.980000,2.000000,1.860000,1.900000,1.900000,17823700
2022-04-19,1.900000,2.100000,1.880000,2.080000,2.080000,18152200
2022-04-20,2.050000,2.050000,1.870000,1.890000,1.890000,14514100
2022-04-21,1.930000,1.970000,1.810000,1.810000,1.810000,14371600
2022-04-22,1.800000,1.830000,1.680000,1.730000,1.730000,22507400
2022-04-25,1.700000,1.820000,1.690000,1.810000,1.810000,18084100
2022-04-26,1.780000,1.790000,1.680000,1.720000,1.720000,16349600
